Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Language Arts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",Comparative Analysis,Compare the main character's appearance or environment across two different picture books
Language Arts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",Narrative Context,Match spoken story details to corresponding visual elements in the picture prompt
Language Arts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",Inferential Thinking,Predict what might happen next in the story based on the character and setting details
Language Arts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",Descriptive Language,Use simple words to describe the main character's emotions or the setting's mood
Language Arts,LA006-04-B,Match similar characters from different stories using visual aids,Character Identification,Recognize and point to main characters in at least two different picture books
Language Arts,LA006-04-B,"Match similar characters from different stories using visual aids,Visual Comparison,Draw simple connections between characters with similar traits (e.g.",brave animals,helpful friends)
Language Arts,LA006-04-B,Match similar characters from different stories using visual aids,Emotional Matching,Identify and match characters displaying similar emotions across different stories
Language Arts,LA006-04-B,"Match similar characters from different stories using visual aids,Story Role Comparison,Group characters from different stories who play similar roles (heroes",helpers,problem-solvers)
Language Arts,LA006-04-B,Match similar characters from different stories using visual aids,Visual Similarity,Create a simple chart matching characters with similar physical characteristics or clothing
Language Arts,LA006-04-B,Match similar characters from different stories using visual aids,Narrative Connections,Explain verbally why two characters from different stories might be similar using picture cues
Language Arts,LA006-04-B,"Match similar characters from different stories using visual aids,Character Trait Recognition,Use picture cards to sort characters based on basic personality traits like kind",brave,or silly
Language Arts,LA006-04-C,"Match similar settings from different stories using visual aids,Visual Comparison,Identify and point to matching landscape elements (forest",beach,farm) across different picture book illustrations
Language Arts,LA006-04-C,Match similar settings from different stories using visual aids,Spatial Recognition,Draw simple lines connecting identical setting features in two different story pictures
Language Arts,LA006-04-C,"Match similar settings from different stories using visual aids,Comparative Thinking,Verbally describe two similar settings using basic descriptive words (green",big,sunny)
Language Arts,LA006-04-C,Match similar settings from different stories using visual aids,Story Context,Sort picture cards showing indoor and outdoor story settings into matching categories
Language Arts,LA006-04-C,Match similar settings from different stories using visual aids,Conceptual Matching,Create a simple Venn diagram showing overlapping characteristics between two different story settings
Language Arts,LA006-04-C,Match similar settings from different stories using visual aids,Descriptive Skills,Use at least three descriptive words to explain how two different story settings look similar
